fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,alcohol.density.ratio,quality_label
7.3,0.3,0.25,1.252762968495368,0.04401688541677433,32.0,122.0,0.99329,3.18,0.54,10.3,5,10.36957988100152,Low
6.4,0.28,0.22,2.624668592163159,0.038258712117090345,51.0,150.0,0.99535,3.23,0.43,10.7,6,10.749987441603455,Low
6.9,0.29,0.25,2.580216829592325,0.039220713153281295,29.0,136.0,0.99552,3.05,0.65,10.4,6,10.446801671488268,Low
6.3,0.3,0.19,2.163323025660538,0.04783732941416013,47.0,184.0,0.99514,3.22,0.48,9.5,5,9.546395482042728,Low
6.3,0.39,0.22,1.33500106673234,0.046883585898850416,53.0,173.0,0.99304,3.24,0.45,9.8,5,9.8686860549424,Low
6.0,0.28,0.29,3.0106208860477417,0.04974209189481407,36.0,174.0,0.99911,3.14,0.5,9.0,5,9.008017135250372,Low
6.0,0.28,0.29,3.0106208860477417,0.04974209189481407,36.0,174.0,0.99911,3.14,0.5,9.0,5,9.008017135250372,Low
6.0,0.28,0.29,3.0106208860477417,0.04974209189481407,36.0,174.0,0.99911,3.14,0.5,9.0,5,9.008017135250372,Low
6.6,0.35,0.26,1.308332819650179,0.04401688541677433,19.0,129.0,0.98952,3.24,0.48,13.0,7,13.137682916969844,High
5.9,0.22,0.18,2.0014800002101243,0.04018178963283184,28.0,120.0,0.99403,3.27,0.5,9.9,5,9.95945796404535,Low
6.6,0.18,0.26,2.9069010598473755,0.04974209189481407,17.0,149.0,0.9984,3.0,0.43,9.4,6,9.415064102564104,Low
7.7,0.28,0.24,1.2237754316221157,0.04305948946044697,29.0,157.0,0.99312,3.27,0.56,10.6,6,10.673433220557435,Low
7.1,0.42,0.2,1.33500106673234,0.037295784743696894,28.0,109.0,0.98968,3.23,0.47,13.4,6,13.539730013741815,Low
6.7,0.32,0.32,0.9932517730102833,0.03052920503482287,31.0,114.0,0.98946,3.12,0.35,12.5,6,12.633153437228387,Low
6.6,0.26,0.56,2.797281334830153,0.05164323315183845,32.0,141.0,0.9981,3.11,0.49,9.3,5,9.31770363691013,Low
6.6,0.26,0.56,2.797281334830153,0.05164323315183845,32.0,141.0,0.9981,3.11,0.49,9.3,5,9.31770363691013,Low
6.2,0.32,0.24,1.62924053973028,0.04974209189481407,34.0,149.0,0.99306,3.36,0.52,11.0,5,11.076873502104606,Low
6.3,0.25,0.27,2.028148247292285,0.05259245011917058,40.0,158.0,0.99378,3.2,0.48,10.3,5,10.364466984644489,Low
6.2,0.21,0.24,0.7884573603642702,0.04974209189481407,31.0,95.0,0.99036,3.24,0.57,11.3,6,11.409992326022861,Low
6.4,0.23,0.27,1.1314021114911006,0.04114194333117518,35.0,100.0,0.99094,3.03,0.63,10.9,6,10.999656891436414,Low
4.7,0.145,0.29,0.6931471805599453,0.04114194333117518,35.0,90.0,0.9908,3.76,0.49,11.3,6,11.404925312878483,Low
6.2,0.2,0.28,0.7419373447293773,0.038258712117090345,24.0,78.0,0.9899,3.36,0.47,12.1,6,12.223456914839883,Low
7.0,0.28,0.28,0.8754687373538999,0.038258712117090345,12.0,83.0,0.99173,3.18,0.65,11.1,5,11.192562491807246,Low
7.1,0.36,0.2,0.9555114450274363,0.23980399220731702,24.0,140.0,0.99356,3.11,0.63,9.8,5,9.863521075727688,Low
5.7,0.25,0.22,2.379546134130174,0.04783732941416013,50.0,125.0,0.99571,3.2,0.45,10.1,6,10.143515682276968,Low
5.7,0.22,0.33,1.0647107369924282,0.03536714383729131,37.0,110.0,0.98945,3.26,0.58,12.4,6,12.532214866845218,Low
6.4,0.32,0.26,2.186051276738094,0.048790164169432,53.0,180.0,0.99514,3.14,0.5,9.6,5,9.646883855537913,Low
6.4,0.32,0.26,2.186051276738094,0.048790164169432,53.0,180.0,0.99514,3.14,0.5,9.6,5,9.646883855537913,Low
6.0,0.555,0.26,1.7047480922384253,0.05164323315183845,17.0,126.0,0.9943,3.24,0.46,9.1,5,9.15216735391733,Low
5.9,0.22,0.45,3.1612467120315646,0.11332868530700317,55.0,122.0,0.99636,3.1,0.35,12.8,5,12.846762214460638,Low
6.4,0.32,0.26,2.186051276738094,0.048790164169432,53.0,180.0,0.99514,3.14,0.5,9.6,5,9.646883855537913,Low
6.2,0.3,0.33,1.5040773967762742,0.03633192924739028,37.0,155.0,0.98987,3.18,0.37,12.4,6,12.526897471385132,Low
5.8,0.28,0.18,0.7884573603642702,0.05638033343610764,7.0,108.0,0.99288,3.23,0.58,9.55,4,9.618483603255179,Low
5.8,0.555,0.26,1.7047480922384253,0.05164323315183845,17.0,126.0,0.9943,3.24,0.46,9.1,5,9.15216735391733,Low
6.4,0.15,0.25,2.174751721484161,0.048790164169432,13.0,68.0,0.99394,3.16,0.4,9.9,6,9.960359780268426,Low
6.4,0.13,0.28,0.6418538861723948,0.04401688541677433,32.0,87.0,0.99175,3.47,0.52,11.2,6,11.293168641290647,Low
6.7,0.48,0.49,1.3609765531356006,0.0295588022415444,28.0,122.0,0.98926,3.13,0.4,13.0,6,13.141135798475627,Low
6.7,0.48,0.49,1.3609765531356006,0.0295588022415444,28.0,122.0,0.98926,3.13,0.4,13.0,6,13.141135798475627,Low
5.8,0.3,0.33,1.5040773967762742,0.032467190137501496,25.0,116.0,0.99057,3.2,0.44,11.7,6,11.811381325903268,Low
6.1,0.28,0.23,1.6486586255873816,0.037295784743696894,13.0,95.0,0.98898,2.97,0.7,13.1,6,13.245970595967563,Low
6.0,0.19,0.37,2.3702437414678603,0.03149866705937099,17.0,50.0,0.9932,3.08,0.66,12.0,6,12.082158679017319,Low
6.8,0.31,0.25,2.4423470353692043,0.042101176018635396,30.0,165.0,0.9972,3.36,0.55,10.55,6,10.579622944243884,Low
7.5,0.24,0.29,0.7419373447293773,0.044973365642731154,34.0,84.0,0.9902,3.04,0.39,11.45,6,11.563320541304787,Low
6.8,0.23,0.39,2.8390784635086144,0.05164323315183845,71.0,194.0,0.9988,3.18,0.64,10.2,6,10.212254705646775,Low
7.5,0.24,0.29,0.7419373447293773,0.044973365642731154,34.0,84.0,0.9902,3.04,0.39,11.45,6,11.563320541304787,Low
6.3,0.29,0.3,2.2082744135228043,0.19227188764712272,60.0,150.0,0.9958,3.1,0.4,9.3,5,9.339224743924483,Low
5.2,0.38,0.26,2.163323025660538,0.05164323315183845,20.0,103.0,0.9925,3.27,0.45,12.2,6,12.292191435768261,Low
7.8,0.27,0.33,1.2237754316221157,0.05164323315183845,36.0,175.0,0.992,3.2,0.55,11.0,6,11.088709677419354,Low
6.6,0.54,0.21,2.8507065015037334,0.05354076692802982,41.0,182.0,0.9986,3.35,0.54,10.4,6,10.414580412577608,Low
6.5,0.32,0.23,2.2512917986064953,0.04974209189481407,20.0,138.0,0.9943,3.03,0.42,10.7,5,10.76133963592477,Low
6.4,0.28,0.23,1.9459101490553132,0.04974209189481407,50.0,162.0,0.994,3.15,0.52,10.2,5,10.261569416498993,Low
6.6,0.19,0.28,0.7419373447293773,0.04305948946044697,38.0,100.0,0.9904,3.22,0.69,11.2,6,11.308562197092083,Low
5.1,0.305,0.13,1.0116009116784799,0.03536714383729131,17.0,73.0,0.99,3.4,0.51,12.3333333333333,5,12.457912457912425,Low
5.8,0.26,0.3,1.2809338454620642,0.03343477608623739,75.0,129.0,0.9902,3.2,0.38,11.5,4,11.613815390830135,Low
6.7,0.23,0.17,0.832909122935104,0.05921185963184609,14.0,100.0,0.9925,3.07,0.55,9.5,5,9.571788413098236,Low
6.8,0.33,0.3,1.1314021114911006,0.045928931888399804,35.0,147.0,0.9886,3.24,0.56,13.4,6,13.55452154562007,Low
6.1,0.27,0.32,0.7419373447293773,0.03343477608623739,24.0,110.0,0.9898,3.36,0.4,12.5,6,12.628813901798344,Low
6.1,0.27,0.32,0.7419373447293773,0.03343477608623739,24.0,110.0,0.9898,3.36,0.4,12.5,6,12.628813901798344,Low
6.8,0.4,0.29,1.33500106673234,0.04305948946044697,27.0,97.0,0.9904,3.12,0.42,11.2,6,11.308562197092083,Low
6.1,0.4,0.18,2.302585092994046,0.04974209189481407,28.5,259.0,0.9964,3.19,0.5,8.8,5,8.831794460056203,Low
7.1,0.28,0.26,1.33500106673234,0.038258712117090345,50.0,118.0,0.9908,3.06,0.59,11.2,6,11.303996770286636,Low
6.2,0.32,0.32,1.1631508098056809,0.03536714383729131,15.0,70.0,0.9899,3.16,0.48,12.7,6,12.82957874532781,Low
6.8,0.17,0.17,1.8082887711792655,0.04783732941416013,26.0,82.0,0.993,3.0,0.38,9.8,6,9.869083585095671,Low
9.0,0.2,0.33,1.5040773967762742,0.04783732941416013,10.0,40.0,0.9944,3.14,0.36,9.8,6,9.855189058728882,Low
5.8,0.13,0.22,2.617395832834079,0.05638033343610764,24.0,183.0,0.9956,3.32,0.42,11.7,6,11.751707513057452,Low
5.8,0.31,0.31,2.1400661634962708,0.050693114315518116,55.0,230.0,0.9949,3.19,0.46,9.8,5,9.850236204643684,Low
6.3,0.36,0.2,1.0986122886681098,0.046883585898850416,48.0,191.0,0.9929,3.17,0.51,9.6,5,9.668647396515258,Low
9.0,0.2,0.33,1.5040773967762742,0.04783732941416013,10.0,40.0,0.9944,3.14,0.36,9.8,6,9.855189058728882,Low
6.7,0.18,0.25,2.72785282839839,0.046883585898850416,79.0,149.0,0.9975,3.12,0.37,9.7,5,9.724310776942355,Low
6.6,0.16,0.25,2.379546134130174,0.04783732941416013,59.5,137.0,0.995,3.16,0.38,10.0,6,10.050251256281408,Low
5.8,0.13,0.22,2.617395832834079,0.05638033343610764,24.0,183.0,0.9956,3.32,0.42,11.7,6,11.751707513057452,Low
5.8,0.27,0.22,2.617395832834079,0.05638033343610764,42.0,206.0,0.9946,3.32,0.38,12.3,6,12.366780615322742,Low
6.8,0.17,0.17,1.8082887711792655,0.04783732941416013,26.0,82.0,0.993,3.0,0.38,9.8,6,9.869083585095671,Low
6.4,0.37,0.19,1.5040773967762742,0.0657877405380031,18.0,101.0,0.9934,3.03,0.38,9.0,6,9.05979464465472,Low
7.3,0.26,0.53,2.617395832834079,0.045928931888399804,60.5,164.5,0.9984,3.06,0.45,9.1,6,9.114583333333334,Low
7.3,0.28,0.54,2.631888840136646,0.04783732941416013,62.0,162.5,0.9984,3.06,0.45,9.1,6,9.114583333333334,Low
7.3,0.28,0.54,2.631888840136646,0.04783732941416013,62.0,162.5,0.9984,3.06,0.45,9.1,6,9.114583333333334,Low
5.8,0.12,0.21,0.832909122935104,0.05448818528406973,35.0,121.0,0.9908,3.32,0.33,11.4,6,11.505853855470328,Low
6.1,0.25,0.18,2.4423470353692043,0.04783732941416013,41.0,124.0,0.9963,3.14,0.35,10.5,5,10.538994278831678,Low
6.4,0.24,0.27,0.9162907318741551,0.039220713153281295,35.0,105.0,0.98914,3.13,0.3,12.4,6,12.536142507632894,Low
7.3,0.26,0.53,2.617395832834079,0.045928931888399804,60.5,156.0,0.9984,3.06,0.45,9.1,6,9.114583333333334,Low
7.3,0.28,0.54,2.631888840136646,0.04783732941416013,62.0,152.0,0.9984,3.06,0.45,9.1,6,9.114583333333334,Low
8.3,0.18,0.37,0.7884573603642702,0.04783732941416013,6.0,94.0,0.9937,3.18,0.52,10.1,5,10.164033410486061,Low
7.1,0.09,0.3,1.9740810260220096,0.03149866705937099,24.0,134.0,0.993,2.99,0.39,10.9,6,10.976837865055389,Low
8.3,0.14,0.36,2.2823823856765264,0.025667746748577788,13.0,60.0,0.9956,3.13,0.35,11.05,5,11.09883487344315,Low
5.8,0.28,0.3,1.589235205116581,0.025667746748577788,36.0,105.0,0.98963,3.26,0.58,12.75,6,12.883602962723442,Low
6.0,0.23,0.34,0.832909122935104,0.0246926125903715,23.0,111.0,0.98961,3.36,0.37,12.7,6,12.83333838582876,Low
6.9,0.28,0.37,2.312535423847214,0.03633192924739028,16.0,76.0,0.9948,3.05,0.54,11.1,5,11.158021712907116,Low
6.9,0.28,0.37,2.312535423847214,0.03633192924739028,16.0,76.0,0.9948,3.05,0.54,11.1,5,11.158021712907116,Low
5.8,0.28,0.3,1.589235205116581,0.025667746748577788,36.0,105.0,0.98963,3.26,0.58,12.75,6,12.883602962723442,Low
6.3,0.25,0.53,1.0296194171811581,0.020782539182528502,41.0,101.0,0.989315,3.19,0.31,13.0,6,13.140405229881281,Low
6.5,0.2,0.31,1.1314021114911006,0.032467190137501496,32.0,95.0,0.989435,2.96,0.61,12.0,6,12.128133732887962,Low
5.9,0.29,0.32,0.8754687373538999,0.02176149178151269,17.0,47.0,0.9899,3.35,0.35,11.5,6,11.617335084351955,Low
6.4,0.46,0.22,2.7536607123542622,0.045928931888399804,51.0,183.0,0.998275,3.39,0.6,10.5,5,10.51814379805164,Low
6.9,0.28,0.37,2.312535423847214,0.03633192924739028,16.0,76.0,0.9948,3.05,0.54,11.1,5,11.158021712907116,Low
6.8,0.23,0.33,1.0647107369924282,0.045928931888399804,20.0,101.0,0.9914,3.1,0.46,11.1,6,11.19628807746621,Low
7.0,0.23,0.32,1.0296194171811581,0.046883585898850416,25.0,113.0,0.9915,3.11,0.47,11.1,6,11.195158850226928,Low
6.4,0.55,0.26,2.3608540011180215,0.026641930946421175,20.0,104.0,0.9924,3.22,0.73,13.1,6,13.200322450624748,Low
5.7,0.28,0.3,1.589235205116581,0.025667746748577788,36.0,105.0,0.98963,3.26,0.58,12.75,6,12.883602962723442,Low
6.0,0.23,0.34,0.832909122935104,0.0246926125903715,23.0,111.0,0.98961,3.36,0.37,12.7,6,12.83333838582876,Low
6.8,0.45,0.3,2.5494451709255714,0.08984070399978947,23.0,97.0,0.997,3.09,0.44,9.6,5,9.628886659979939,Low
6.1,0.2,0.4,1.0647107369924282,0.027615167032973367,32.0,138.0,0.9914,3.26,0.72,11.7,5,11.80149283841033,Low
6.1,0.37,0.46,2.5649493574615367,0.04114194333117518,61.0,210.0,0.997,3.17,0.59,9.7,6,9.729187562688063,Low
5.9,0.21,0.23,2.186051276738094,0.032467190137501496,22.0,130.0,0.9944,3.38,0.59,10.9,6,10.96138374899437,Low
6.9,0.22,0.32,2.33214389523559,0.039220713153281295,22.0,110.0,0.9958,3.34,0.54,10.7,7,10.745129544085156,High
5.4,0.27,0.22,1.7227665977411035,0.02176149178151269,29.0,107.0,0.98889,3.33,0.54,13.8,6,13.955040499954494,Low
6.0,0.26,0.26,1.1631508098056809,0.0344014267173324,10.0,72.0,0.989465,3.11,0.48,12.15,6,12.27936309015478,Low
5.6,0.18,0.3,2.4159137783010487,0.027615167032973367,28.0,131.0,0.9954,3.49,0.42,10.8,7,10.8499095840868,High
5.6,0.26,0.27,2.451005098112319,0.0295588022415444,27.0,119.0,0.9947,3.4,0.34,10.7,7,10.7570121644717,High
7.0,0.23,0.35,0.8754687373538999,0.03536714383729131,31.0,113.0,0.9912,3.16,0.48,10.8,7,10.89588377723971,High
5.8,0.28,0.66,2.312535423847214,0.038258712117090345,26.0,159.0,0.9965,3.66,0.55,10.8,5,10.837932764676367,Low
5.8,0.28,0.66,2.312535423847214,0.038258712117090345,26.0,159.0,0.9965,3.66,0.55,10.8,5,10.837932764676367,Low
6.4,0.3,0.27,1.6863989535702288,0.05354076692802982,17.0,135.0,0.9925,3.23,0.44,12.2,6,12.292191435768261,Low
6.2,0.2,0.32,1.33500106673234,0.048790164169432,17.0,126.0,0.9936,3.18,0.55,9.4,6,9.460547504025765,Low
5.8,0.29,0.15,0.7419373447293773,0.028587456851912555,12.0,83.0,0.9898,3.3,0.4,11.4,6,11.51747827844009,Low
5.7,0.22,0.28,0.832909122935104,0.026641930946421175,26.0,101.0,0.98948,3.35,0.38,12.5,7,12.632898087884545,High
5.6,0.22,0.32,0.7884573603642702,0.023716526617316044,29.0,97.0,0.98823,3.2,0.46,13.05,7,13.20542788622082,High
6.8,0.32,0.23,1.4586150226995167,0.025667746748577788,31.0,99.0,0.9896,3.1,0.4,12.4,6,12.530315278900567,Low
6.2,0.2,0.26,2.3702437414678603,0.0295588022415444,39.0,102.0,0.9908,3.08,0.56,12.9,7,13.019781994348001,High
6.1,0.35,0.24,1.1939224684724346,0.03343477608623739,25.0,133.0,0.9906,3.34,0.59,12.0,7,12.113870381586917,High
5.9,0.3,0.29,0.7419373447293773,0.03536714383729131,23.0,56.0,0.9904,3.19,0.38,11.3,5,11.409531502423265,Low
6.3,0.15,0.34,2.517696472610991,0.048790164169432,25.0,96.0,0.99754,3.21,0.49,10.0,6,10.024660665236482,Low
4.8,0.13,0.32,0.7884573603642702,0.04114194333117518,40.0,98.0,0.9898,3.42,0.64,11.8,7,11.921600323297637,High
6.0,0.2,0.26,2.7536607123542622,0.04401688541677433,53.0,125.0,0.998365,2.99,0.69,9.4,6,9.41539416946708,Low
5.7,0.2,0.24,2.6946271807700692,0.045928931888399804,44.0,112.0,0.99837,2.97,0.66,8.8,6,8.814367418892797,Low
6.0,0.27,0.26,0.832909122935104,0.037295784743696894,32.0,138.0,0.99125,3.46,0.43,11.1,6,11.197982345523329,Low
6.3,0.37,0.51,1.9878743481543455,0.046883585898850416,35.0,146.0,0.9943,3.1,1.01,10.5,6,10.56019310067384,Low
6.4,0.23,0.37,2.186051276738094,0.048790164169432,60.0,150.0,0.99488,2.86,0.49,9.3,6,9.347861048568673,Low
5.9,0.34,0.25,1.0986122886681098,0.04114194333117518,12.0,110.0,0.99034,3.02,0.54,11.4,6,11.51119817436436,Low
5.0,0.33,0.23,2.5494451709255714,0.0295588022415444,23.0,158.0,0.99322,3.41,0.64,11.8,6,11.880550129880591,Low
5.4,0.29,0.38,0.7884573603642702,0.028587456851912555,31.0,132.0,0.98895,3.28,0.36,12.4,6,12.538550988422065,Low
8.0,0.33,0.35,2.3978952727983707,0.0344014267173324,22.0,108.0,0.99457,3.12,0.36,11.6,6,11.663331892174508,Low
5.4,0.29,0.38,0.7884573603642702,0.028587456851912555,31.0,132.0,0.98895,3.28,0.36,12.4,6,12.538550988422065,Low
6.4,0.33,0.3,2.1041341542702074,0.04018178963283184,42.0,168.0,0.99331,3.22,0.49,11.1,6,11.174759138637484,Low
7.0,0.33,0.78,2.388762789235098,0.04114194333117518,21.0,251.0,0.99435,3.01,0.55,11.0,6,11.062503142756576,Low
6.7,0.45,0.3,1.840549633397487,0.03536714383729131,27.0,165.0,0.99122,3.12,0.46,12.2,6,12.308064809023223,Low
6.5,0.36,0.31,2.6775909936175015,0.05164323315183845,20.0,113.0,0.99544,3.2,0.56,11.0,6,11.050389777384876,Low
5.8,0.42,0.3,1.1631508098056809,0.0344014267173324,26.0,129.0,0.989,3.32,0.47,12.9,6,13.043478260869566,Low
7.1,0.39,0.3,2.388762789235098,0.03633192924739028,29.0,124.0,0.99414,3.07,0.42,10.9,6,10.964250507976743,Low
6.7,0.53,0.29,1.667706820558076,0.06672363204290818,20.0,114.0,0.99014,3.22,0.59,13.4,6,13.533439715595774,Low
6.7,0.66,0.0,2.6390573296152584,0.032467190137501496,32.0,75.0,0.99551,3.15,0.5,10.7,6,10.748259685990094,Low
6.5,0.36,0.31,2.6775909936175015,0.05164323315183845,20.0,113.0,0.99544,3.2,0.56,11.0,6,11.050389777384876,Low
6.5,0.16,0.33,0.6931471805599453,0.026641930946421175,23.0,75.0,0.9908,3.3,0.39,11.4,7,11.505853855470328,High
8.3,0.22,0.34,0.7419373447293773,0.042101176018635396,20.0,116.0,0.9927,3.0,0.47,10.2,6,10.275007555152612,Low
6.9,0.23,0.35,2.066862759472976,0.0295588022415444,45.0,116.0,0.99244,2.8,0.54,11.0,6,11.083793478698965,Low
6.4,0.17,0.34,2.667228206581955,0.04305948946044697,45.0,139.0,0.99752,3.06,0.43,9.1,6,9.122624107787313,Low
5.0,0.33,0.18,1.7227665977411035,0.03149866705937099,40.0,124.0,0.99114,3.18,0.4,11.0,6,11.09833121456101,Low
6.8,0.38,0.29,2.388762789235098,0.03633192924739028,40.0,146.0,0.99326,3.11,0.37,11.5,6,11.578035962386485,Low
6.5,0.29,0.32,1.3862943611198906,0.03536714383729131,38.0,93.0,0.9906,3.16,0.59,12.0,6,12.113870381586917,Low
6.9,0.29,0.32,1.916922612182061,0.039220713153281295,16.0,112.0,0.993,3.04,0.58,11.2,5,11.278952668680764,Low
6.6,0.28,0.3,2.631888840136646,0.032467190137501496,31.0,177.0,0.99479,3.12,0.39,11.2,6,11.258657606127926,Low
6.2,0.36,0.27,1.4350845252893227,0.03149866705937099,13.0,73.0,0.98942,2.9,0.69,12.6,7,12.734733480220735,High
6.0,0.615,0.04,0.5877866649021191,0.03149866705937099,8.0,50.0,0.99036,3.14,0.4,11.0,4,11.107072175774466,Low
5.9,0.44,0.36,1.252762968495368,0.0295588022415444,12.0,73.0,0.99201,3.22,0.48,10.8,6,10.886987026340462,Low
5.9,0.42,0.36,1.2237754316221157,0.03343477608623739,19.0,77.0,0.99184,3.25,0.48,10.9,5,10.989675754153895,Low
5.8,0.34,0.21,2.1041341542702074,0.04018178963283184,48.0,146.0,0.99441,3.16,0.49,9.8,5,9.855089952836355,Low
5.8,0.27,0.2,2.1162555148025524,0.039220713153281295,42.0,145.0,0.99442,3.15,0.48,9.8,5,9.854990848937069,Low
7.1,0.33,0.18,1.9878743481543455,0.08984070399978947,27.0,166.0,0.99474,2.9,0.49,9.5,5,9.550234232060639,Low
6.1,0.44,0.28,1.6582280766035324,0.03149866705937099,43.0,132.0,0.9916,3.26,0.47,11.2666666666667,7,11.362108377033783,High
7.3,0.28,0.37,0.7884573603642702,0.038258712117090345,26.0,99.0,0.99198,3.01,0.62,10.8,5,10.887316276537835,Low
5.2,0.5,0.18,1.0986122886681098,0.03536714383729131,23.0,129.0,0.98949,3.36,0.77,13.4,7,13.542329887113564,High
6.1,0.44,0.28,1.6582280766035324,0.03149866705937099,43.0,132.0,0.9916,3.26,0.47,11.3,7,11.395724082291247,High
6.4,0.62,0.12,1.7404661748405046,0.05826890812397577,33.0,196.0,0.99556,3.22,0.48,8.9,5,8.939692233516816,Low
6.4,0.38,0.19,1.7047480922384253,0.037295784743696894,36.0,119.0,0.99151,3.07,0.42,11.2,6,11.29590220976087,Low
7.5,0.305,0.38,0.8754687373538999,0.045928931888399804,30.0,95.0,0.99158,3.22,0.52,11.5,7,11.597652231791686,High
6.5,0.5,0.22,1.62924053973028,0.03536714383729131,35.0,131.0,0.9902,3.26,0.55,13.0,7,13.128660876590589,High
6.6,0.4,0.3,1.840549633397487,0.037295784743696894,20.0,125.0,0.99204,3.36,0.73,12.6,6,12.701100762066044,Low
6.4,0.4,0.25,1.6486586255873816,0.03149866705937099,15.0,91.0,0.98988,3.26,0.52,13.1,6,13.233927344728654,Low
8.3,0.49,0.23,2.0347056478384444,0.03343477608623739,6.0,158.0,0.99344,3.05,0.48,11.2,5,11.273957158962796,Low
6.3,0.3,0.91,2.2192034840549946,0.03343477608623739,50.0,199.0,0.99394,3.39,0.49,11.7,6,11.771334285771776,Low
6.1,0.19,0.37,1.2809338454620642,0.04018178963283184,24.0,99.0,0.99153,3.18,0.5,10.9,6,10.993111655723983,Low
6.1,0.19,0.37,1.2809338454620642,0.04018178963283184,24.0,99.0,0.99153,3.18,0.5,10.9,6,10.993111655723983,Low
5.6,0.24,0.34,1.0986122886681098,0.04018178963283184,14.0,73.0,0.98981,3.04,0.45,11.6,7,11.719420898960406,High
5.7,0.25,0.32,2.580216829592325,0.04018178963283184,43.0,127.0,0.99524,3.23,0.53,10.4,7,10.44974076604638,High
6.6,0.21,0.39,1.1939224684724346,0.04018178963283184,31.0,102.0,0.99221,3.22,0.58,10.9,7,10.985577649892663,High
6.2,0.28,0.41,1.791759469228055,0.042101176018635396,50.0,188.0,0.99318,3.23,0.64,10.8,6,10.874161783362533,Low
5.8,0.29,0.38,2.4595888418037104,0.037295784743696894,49.0,136.0,0.99366,3.11,0.59,11.2,6,11.27146106314031,Low
5.8,0.345,0.15,2.468099531471619,0.032467190137501496,26.0,120.0,0.99494,3.25,0.49,10.0,6,10.050857338130943,Low
6.5,0.51,0.25,0.9932517730102833,0.046883585898850416,39.0,177.0,0.99212,3.28,0.57,10.5666666666667,5,10.650593342203262,Low
6.0,0.24,0.41,0.832909122935104,0.03536714383729131,42.0,118.0,0.99018,3.04,0.64,11.7333333333333,6,11.84969736142247,Low
6.5,0.51,0.25,0.9932517730102833,0.046883585898850416,39.0,177.0,0.99212,3.28,0.57,10.6,5,10.684191428456234,Low
6.9,0.54,0.26,2.617395832834079,0.04783732941416013,59.0,195.0,0.99596,3.26,0.54,10.5,6,10.542592071970763,Low
6.0,0.24,0.41,0.832909122935104,0.03536714383729131,42.0,118.0,0.99018,3.04,0.64,11.75,6,11.866529317901795,Low
6.6,0.26,0.36,0.7884573603642702,0.0344014267173324,43.0,126.0,0.99094,3.01,0.63,11.4,6,11.504228308474781,Low
5.7,0.24,0.3,0.832909122935104,0.0295588022415444,25.0,98.0,0.98968,3.37,0.43,12.4,7,12.52930240077601,High
6.5,0.21,0.35,1.9021075263969205,0.042101176018635396,47.0,197.0,0.99392,3.24,0.5,10.1,6,10.161783644558918,Low
6.8,0.29,0.22,1.4816045409242156,0.0344014267173324,40.0,122.0,0.99024,3.09,0.47,12.3,6,12.421231216674746,Low
5.0,0.24,0.34,0.7419373447293773,0.03343477608623739,49.0,158.0,0.98774,3.32,0.32,13.1,7,13.262599469496022,High
5.9,0.18,0.28,0.6931471805599453,0.03633192924739028,24.0,88.0,0.99094,3.29,0.55,10.65,7,10.74737118291723,High
5.8,0.26,0.29,0.6931471805599453,0.04114194333117518,35.0,101.0,0.99044,3.36,0.48,11.4,7,11.510035943621018,High
6.7,0.61,0.21,0.9745596399981308,0.11064652008706366,40.0,240.0,0.9938,3.11,0.57,9.3,5,9.358019722278124,Low
5.6,0.695,0.06,2.0541237336955462,0.04114194333117518,9.0,84.0,0.99432,3.44,0.44,10.2,5,10.25826695631185,Low
5.7,0.39,0.25,1.7749523509116738,0.032467190137501496,49.0,113.0,0.98966,3.26,0.58,13.1,7,13.236869227815614,High
6.1,0.38,0.47,0.8754687373538999,0.04974209189481407,59.0,210.0,0.99309,3.24,0.5,9.6,5,9.66679757121711,Low
6.3,0.36,0.28,1.252762968495368,0.0344014267173324,18.0,73.0,0.98868,3.1,0.47,12.8,7,12.94655500262977,High
6.0,0.29,0.41,2.468099531471619,0.046883585898850416,55.0,149.0,0.9937,3.09,0.59,10.9666666666667,7,11.036194693234075,High
6.0,0.29,0.41,2.468099531471619,0.046883585898850416,55.0,149.0,0.9937,3.09,0.59,10.9666666666667,7,11.036194693234075,High
6.0,0.29,0.41,2.468099531471619,0.046883585898850416,55.0,149.0,0.9937,3.09,0.59,10.9666666666667,7,11.036194693234075,High
6.0,0.29,0.41,2.468099531471619,0.046883585898850416,55.0,149.0,0.9937,3.09,0.59,11.0,7,11.069739357955116,High
7.1,0.43,0.25,1.33500106673234,0.03536714383729131,43.0,132.0,0.98975,3.21,0.47,13.4,6,13.538772417277091,Low
6.6,0.25,0.25,0.832909122935104,0.039220713153281295,28.0,85.0,0.98984,2.87,0.48,11.2,6,11.314959993534307,Low
6.6,0.33,0.41,1.0986122886681098,0.026641930946421175,14.0,79.0,0.99063,3.27,0.63,12.4,6,12.517286978993166,Low
8.0,0.23,0.41,0.7419373447293773,0.046883585898850416,35.0,150.0,0.99168,3.09,0.47,11.2,5,11.293965795417876,Low
7.3,0.17,0.36,2.2192034840549946,0.027615167032973367,44.0,111.0,0.99272,3.14,0.41,12.4,6,12.49093399951648,Low
6.1,0.16,0.34,1.9600947840472698,0.03343477608623739,31.0,114.0,0.99365,3.32,0.58,10.1333333333333,7,10.198091212532884,High
